Mark,WIND,Competitor,Nat,Venue,Date
10.46,17.0,Andon MITCHELL,GRN,Bird Rock (SKN),2012-06-10
10.46,7.0,Michel MARY,URU,SÃ£o Paulo (BRA),2012-06-27
10.46,20.0,Roberto MURILLO,COL,MedellÃ­n (COL),2010-04-24
10.46,16.0,Ibrahim KABIA,SLE,"Iowa City, IA (USA)",2010-05-01
10.46,4.0,Massimiliano FERRARO,ITA,Rieti (ITA),2013-06-14
10.46,2.0,Yevgeniy KOTLYAROV,RUS,Sochi (RUS),2012-05-26
10.46,8.0,Jaquan HOLLAND,USA,"Greensboro, NC (USA)",2013-05-23
10.46,16.0,Elijah WINN,GBR,Newham (GBR),2012-05-23
10.46,-1.0,Takuya YOSHIDA,JPN,Suita (JPN),2016-08-04
10.46,18.0,Naoyuki OHASHI,JPN,Nagaoka (JPN),2016-08-20
10.46,10.0,Sylvain CHUARD,SUI,Langenthal (SUI),2016-09-10
10.46,4.0,Yoshihiro SOMEYA,JPN,Kitakami (JPN),2016-10-07
10.46,-5.0,Konstantin PETRYASHOV,RUS,Cheboksary (RUS),2012-07-04
10.46,9.0,Cejhae GREENE,ANT,San Salvador (ESA),2012-06-29
10.46,19.0,Rachmil VAN LAMOEN,AHO,Georgetown (CAY),2010-04-03
10.46,20.0,Ron FRASIER,USA,"Clovis, CA (USA)",2010-06-04
10.46,11.0,Michael HERRERA,CUB,La Habana (CUB),2012-03-22
10.46,0.0,Ma JUN,CHN,Zhaoqing (CHN),2012-04-14
10.46,4.0,Ifrish ALBERG,SUR,"Jacksonville, FL (USA)",2012-04-21
10.46,6.0,Andre WALSH,JAM,"Baltimore, MD (USA)",2012-04-21
10.46,10.0,Tory WOMACK,USA,"Greensboro, NC (USA)",2012-05-05
10.46,15.0,Demond BURNS,USA,"Lafayette, LA (USA)",2012-05-12
10.46,15.0,Neko FREEMAN,USA,"Lafayette, LA (USA)",2012-05-12
10.46,5.0,Chris LAWSON,USA,"Charlottesville, VA (USA)",2012-05-12
10.46,10.0,Raheem ROBINSON,JAM,Kingston (JAM),2013-03-15
10.46,12.0,Germaine BROWN,JAM,Kingston (JAM),2013-03-23
10.46,-2.0,Kristen MITCHELL,USA,"Houston, TX (USA)",2013-03-23
10.46,17.0,Isaiah UNDERWOOD,USA,"Tempe, AZ (USA)",2013-04-06
10.46,14.0,Kemar MARSDEN,JAM,"Claremont, CA (USA)",2013-04-13
10.46,8.0,Brandon TOMLINSON,JAM,Kingston (JAM),2013-05-18
10.46,15.0,BasÃ­lio Emilio DE MORAES JÃšNIOR,BRA,SÃ£o Paulo (BRA),2012-05-19
10.46,17.0,Yuya KURABE,JPN,Niigata (JPN),2016-07-16
10.46,19.0,Shin-ya KAWAKAMI,JPN,Tajimi (JPN),2016-10-15
10.46,14.0,Marc SCHNEEBERGER,SUI,Frauenfeld (SUI),2009-06-14
10.46,-5.0,Sergio RUIZ,ESP,Alcobendas (ESP),2014-07-26
10.46,1.0,Olisakwe CHUKWUDI,NGR,Abuja (NGR),2018-12-11
10.46,20.0,Arturo RAMÃREZ,VEN,Maracaibo (VEN),2009-09-19
10.46,20.0,Jermaine CHIRINOS,VEN,Maracaibo (VEN),2009-09-19
10.46,-7.0,Adrian DURANT,ISV,"Olympiastadion, Berlin (GER)",2009-08-15
10.46,19.0,Aidan SYERS,GBR,Loughborough (GBR),2009-07-29
10.46,8.0,Kamil MASZTAK,POL,Sopot (POL),2009-07-26
10.46,7.0,Aaron BROWN,CAN,Bressanone (ITA),2009-07-08
10.46,18.0,Sagim GAMZATOV,RUS,Bryansk (RUS),2009-06-26
10.46,7.0,John LUNDY,USA,"Cincinnati, OH (USA)",2014-04-12
10.46,19.0,Vyacheslav MURAVYEV,KAZ,Almaty (KAZ),2009-06-13
10.46,13.0,Allante BATTLE,USA,"Eugene, OR (USA)",2009-05-30
10.46,15.0,Paul CHANEY,USA,"Norman, OK (USA)",2009-05-29
10.46,5.0,Daniele GRECO,ITA,Lignano Sabbiadoro (ITA),2009-05-29
10.46,9.0,Shehan ABEYPITIYA,SRI,Kunshan (CHN),2009-05-27
10.46,9.0,VojtÄ›ch Å ULC,CZE,Praha (CZE),2009-05-24
10.46,12.0,Ryota SUZUKI,JPN,Nagoya (JPN),2018-10-20
10.46,-11.0,Sheldon MITCHELL,JAM,Spanish Town (JAM),2019-03-16
10.46,13.0,Chia-Hsun CHEN,TPE,Kaoshiung (TPE),2018-10-19
10.46,3.0,Valerio ROSATO,ITA,Rieti (ITA),2018-08-26
10.46,2.0,Roscoe ENGEL,RSA,Bellville (RSA),2014-03-22
10.46,16.0,James ALAKA,GBR,Hendon (GBR),2008-08-24
10.46,14.0,Reto Amaru SCHENKEL,SUI,Fribourg (SUI),2008-08-02
10.46,-5.0,Marek NIIT,EST,Tallinn (EST),2008-07-19
10.46,6.0,Massimiliano DONATI,ITA,Cagliari (ITA),2008-07-19
10.46,6.0,Francesco SCUDERI,ITA,Cagliari (ITA),2008-07-19
10.46,19.0,Hiroki IWAMURA,JPN,Sapporo (JPN),2008-07-12
10.46,16.0,BÃ©ranger BOSSÃ‰,CAF,Lugano (SUI),2008-07-04
10.46,8.0,Christian KRONE,RSA,Milano (ITA),2008-07-02
10.46,0.0,Ahmed KASUMU,NGR,Abuja (NGR),2008-07-01
10.46,2.0,Marcus ROWLAND,USA,"Columbus, OH (USA)",2008-06-20
10.46,14.0,Mandela CLIFFORD,LCA,"Nashville, TN (USA)",2014-03-29
10.46,9.0,Tucker PEABODY,USA,"Gainesville, FL (USA)",2014-04-04
10.46,11.0,Llewellyn HEIN,RSA,Pretoria (RSA),2014-04-11
10.46,19.0,Satnam SINGH,IND,Jalahalli (IND),2018-09-20
10.46,18.0,Matthew BERTACCO,AUS,Perth (AUS),2014-02-22
10.46,6.0,Holland CABARA,TTO,"Tempe, AZ (USA)",2019-03-23
10.46,7.0,Willari WATSON,USA,"Austin, TX (USA)",2019-03-29
10.46,17.0,Eugene AYANFUL,GBR,Bedford (GBR),2015-08-01
10.46,4.0,Jesse URI-KHOB,NAM,Brazzaville (CGO),2015-09-13
10.46,14.0,Renkeng LIN,CHN,Fuzhou (CHN),2015-10-22
10.46,19.0,Pavel MASLÃK,CZE,Ostrava (CZE),2009-05-23
10.46,14.0,Antoine DRAKEFORD,USA,"Louisville, KY (USA)",2009-05-15
10.46,14.0,Andre DUBOSE,USA,"Winter Park, FL (USA)",2009-05-09
10.46,-3.0,Damein WHITE,USA,"Los Angeles, CA (USA)",2009-05-09
10.46,11.0,Joseph MORRIS,USA,"Knoxville, TN (USA)",2009-05-05
10.46,11.0,Duronal MONAL,USA,"Knoxville, TN (USA)",2009-05-05
10.46,11.0,Jermaine MCQUEEN,USA,"Berkeley, CA (USA)",2009-04-25
10.46,-5.0,Isidro MONTOYA,COL,BogotÃ¡ (COL),2011-08-13
10.46,13.0,Toby SANDEMAN,GBR,"Claremont, CA (USA)",2009-04-04
10.46,11.0,Tshegofatso MESHOE,RSA,Pretoria (RSA),2009-02-14
10.46,3.0,John WOODS,USA,Canberra (AUS),2009-01-27
10.46,18.0,Otilio ROSA,ARG,Buenos Aires (ARG),2019-03-16
10.46,1.0,Darrion FLOWERS,USA,"Jacksonville, FL (USA)",2015-07-31
10.46,14.0,Maurice THOMPSON,JAM,Kingston (JAM),2019-03-29
10.46,10.0,Amaury GOLITIN,FRA,Mannheim (GER),2015-06-27
10.46,13.0,Lorenzo BILOTTI,ITA,Rieti (ITA),2015-06-12
10.46,1.0,Davonte BURNETT,USA,"Canyon, TX (USA)",2019-04-05
10.46,2.0,Kasaun JAMES,USA,"Tuscaloosa, AL (USA)",2019-04-12
10.46,14.0,Corneil LIONEL,LCA,"Abilene, TX (USA)",2015-03-20
10.46,0.0,Jaquone HOYTE,BAR,Bridgetown (BAR),2015-03-26
10.46,15.0,Tadashi PINDER,BAH,"Tuscaloosa, AL (USA)",2015-03-28
10.46,8.0,Kyran STEWART,USA,"Emporia, KS (USA)",2015-03-28
10.46,0.0,Christopher BELCHER,USA,"Mahwah, NJ (USA)",2015-04-04
10.46,17.0,Armani MCNEAL,USA,"Walnut, CA (USA)",2015-04-11
10.46,-4.0,David WINTERS,USA,"Charlotte, NC (USA)",2015-04-11
10.46,19.0,Dennison LONG,USA,"Fairfax, VA (USA)",2015-04-11
10.46,-10.0,Tazz PETTY,USA,"Elon, NC (USA)",2015-04-18
10.46,13.0,Morten DALGÃ…RD MADSEN,DEN,KÃ¸benhavn (DEN),2015-05-02
10.46,10.0,Ahmad EVANS,USA,"Clarksville, TN (USA)",2015-05-15
10.46,18.0,Tyreik GRAY,USA,"Austin, TX (USA)",2015-05-16
10.46,19.0,Josh SWARAY,GBR,Lee Valley (GBR),2015-06-10
10.46,1.0,Quinn-Lee RALPH,TTO,Port-of-Spain (TTO),2015-06-26
10.46,1.0,Kritsada NAMSUWAN,THA,Ubon Ratchathani (THA),2019-01-14
10.46,0.0,Leon REID,IRL,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2020-02-29
10.46,15.0,Ching-Ming CHAO,TPE,Taipei City (TPE),2020-03-27
10.46,9.0,Ronald FULLER,USA,"Columbia, SC (USA)",2018-05-12
10.46,7.0,Thaddeus SMITH,USA,"Northridge, CA (USA)",2018-05-12
10.46,3.0,Cameron PREJEAN,USA,"Cincinnati, OH (USA)",2018-05-12
10.46,18.0,Caleb JACKSON,USA,"Gulf Shores, AL (USA)",2018-05-05
10.46,14.0,Justin SCRUGGS,USA,"Lubbock, TX (USA)",2018-05-05
10.46,12.0,Michael BELL,USA,"Greensboro, NC (USA)",2018-05-04
10.46,20.0,Keith BROWN,USA,"Greensboro, NC (USA)",2018-05-04
10.46,8.0,Elija GILBERT,USA,"Golden, CO (USA)",2018-04-29
10.46,12.0,Gideon TROTTER,RSA,Sasolburg (RSA),2018-04-28
10.46,2.0,Andre EDWARDS,JAM,"Canyon, TX (USA)",2018-04-22
10.46,14.0,Abdul Hakim SANI BROWN,JPN,"Gainesville, FL (USA)",2018-03-30
10.46,17.0,Terrence HORNE,USA,"Gainesville, FL (USA)",2018-03-30
10.46,19.0,David ALERTE,FRA,Merksem (BEL),2011-08-27
10.46,13.0,Yuya UCHIUMI,JPN,Yamaguchi (JPN),2011-10-08
10.46,18.0,Emil TOLLIVER,USA,"Turlock, CA (USA)",2018-05-12
10.46,1.0,Chedlin SAGESSE,USA,"Houston, TX (USA)",2018-05-13
10.46,11.0,Alex QUIÃ‘Ã“NEZ,ECU,Esmeraldas (ECU),2011-04-30
10.46,19.0,Maximilian KESSLER,GER,Mannheim (GER),2011-08-13
10.46,12.0,Damien BROOTHAERTS,BEL,Heusden-Zolder (BEL),2011-07-16
10.46,3.0,Aleksandr VASHURKIN,RUS,"Meteor, Zhukovskiy (RUS)",2011-07-03
10.46,15.0,Darko Å AROVIÄ†,SRB,Sliven (BUL),2011-07-02
10.46,19.0,Yuji TERADA,JPN,Maebashi (JPN),2011-06-25
10.46,12.0,Ratu Banuve TABAKAUCORO,FIJ,Apia (SAM),2011-06-21
10.46,3.0,Kukyoung KIM,KOR,Daegu (KOR),2011-06-09
10.46,10.0,Babatunde RIDLEY,USA,"Walnut, CA (USA)",2011-06-04
10.46,-13.0,Ruslan PERESTYUK,UKR,Yalta (UKR),2011-05-30
10.46,19.0,LukÃ¡Å¡ MILO,CZE,Ostrava (CZE),2011-05-21
10.46,-29.0,Mahmoud Hafiz IBRAHIM,KSA,Riyadh (KSA),2011-05-18
10.46,20.0,Justin WALKER,USA,"Natchitoches, LA (USA)",2011-05-14
10.46,10.0,Kevin STEWART,JAM,"Honolulu, HI (USA)",2011-05-13
10.46,3.0,Christian REYES,CHI,BogotÃ¡ (COL),2011-05-06
10.46,20.0,Terrence TRAMMELL,USA,"Lawrence, KS (USA)",2011-04-23
10.46,13.0,Sachin DENNIS,JAM,"National Stadium, Kingston (JAM)",2020-03-06
10.46,15.0,Moritz RIEKERT,GER,Ellwangen (GER),2018-05-19
10.46,5.0,Kejavon MOORE,USA,"Gulf Shores, AL (USA)",2018-05-25
10.46,7.0,Oga SHITARA,JPN,"Prefectural Stadium, Kumagaya (JPN)",2020-10-03
10.46,-2.0,Vadim DOMAREV,RUS,"Slava Metreveli Stadium, Sochi (RUS)",2020-09-19
10.46,7.0,Hideaki SEO,JPN,"Denka Big Swan Stadium, Niigata (JPN)",2020-09-12
10.46,5.0,TamÃ¡s MÃTÃ‰,HUN,"Lantos MihÃ¡ly SportkÃ¶zpont, Budapest (HUN)",2020-09-12
10.46,13.0,Giovanni CELLARIO,ITA,"Stadio Luigi Muzi, Orvieto (ITA)",2020-09-05
10.46,15.0,Hiroaki YABASHI,JPN,"Prefectural Stadium, Fukui (JPN)",2020-08-29
10.46,17.0,Yuta KOZAWA,JPN,"Prefectural Tendai Stadium, Chiba (JPN)",2020-08-22
10.46,-4.0,Marko ÄŒEKO,CRO,"Sports Park Mladost, Zagreb (CRO)",2020-08-08
10.46,20.0,Daiki KOJIMA,JPN,"Kusanagi Athletic Stadium, Shizuoka (JPN)",2020-08-02
10.46,7.0,Dorian KELETELA,CGO,"Estadio Universitario, Lisboa (POR)",2020-08-01
10.46,9.0,Riku TAKAGI,JPN,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",2020-07-24
10.46,0.0,Towa UZAWA,JPN,"Tsukidate Stadium, Kurihara (JPN)",2020-07-24
10.46,5.0,Cheng CHEN,CHN,"Sichuan Xipu Training Base, Chengdu (CHN)",2020-07-24
10.46,-1.0,Sven BULIK,GER,"Stadion Manfort, Leverkusen (GER)",2020-07-11
10.46,10.0,Riku ILLUKKA,FIN,"Harjun stadion, JyvÃ¤skylÃ¤ (FIN)",2020-07-08
10.46,10.0,Kanata HAYASHI,JPN,"Gion Stadium, Sagamihara (JPN)",2020-10-09
10.46,12.0,Lorenzo PAISSAN,ITA,Savona (ITA),2018-05-23
10.46,13.0,Keisuke SASAKI,JPN,"Nagai Stadium No. 2, Osaka (JPN)",2020-10-21
10.46,-5.0,Tai-Sheng WEI,TPE,New Taipei City (TPE),2020-12-04
10.46,8.0,Petre Nicolae REZMIVES,ROU,Cluj-Napoca (ROU),2018-06-02
10.46,0.0,Jim Patrik JUNKER,GER,Regensburg (GER),2018-06-03
10.46,11.0,Adrian PÃ‰REZ,ESP,Salamanca (ESP),2018-06-09
10.46,2.0,Deniz ALMAS,GER,Ulm (GER),2018-06-09
10.46,11.0,Kosuke YOKOKAWA,JPN,Hiratsuka (JPN),2018-06-16
10.46,9.0,Jonathan CARDOSO BIANCO,BRA,BraganÃ§a Paulista (BRA),2018-06-22
10.46,8.0,Tyrell EDWARDS,TTO,Port-of-Spain (TTO),2018-06-23
10.46,10.0,Carlon HOSTEN,TTO,Port-of-Spain (TTO),2018-06-23
10.46,3.0,Thomas MANFREDI,ITA,Rieti (ITA),2018-07-07
10.46,19.0,Mario LÃ“PEZ,ESP,Getafe (ESP),2018-07-21
10.46,12.0,Oliver BROMBY,GBR,Castres (FRA),2018-07-25
10.46,14.0,Wenyi LUO,CHN,Dalian (CHN),2018-08-06
10.46,-2.0,Weihai WANG,CHN,Jakarta (INA),2018-08-26
10.46,12.0,Siripol PUNPA,THA,Bangkok (THA),2020-12-10
10.46,-2.0,Diego PALOMEQUE,COL,"COTP Stadium, SÃ£o Paulo (BRA)",2020-12-06
10.46,11.0,Izaias ALVES,BRA,BraganÃ§a Paulista (BRA),2020-11-06
10.46,-8.0,Jonathan Oliver PERMAL,MRI,"Hampden Park, Glasgow (GBR)",2014-07-27
10.46,12.0,Marlon ROBINSON,JAM,Kingston (JAM),2009-04-18
10.46,2.0,Rob MOISE,HAI,"Jacksonville, FL (USA)",2019-08-03
10.46,2.0,David BOLARINWA,GBR,Lee Valley (GBR),2017-06-21
10.46,10.0,Eden DAVIS,GBR,Bedford (GBR),2017-06-17
10.46,-3.0,Andrei Alexandru ZLATAN,ITA,Firenze (ITA),2017-06-09
10.46,6.0,Amiya KUMAR MALLICK,IND,Ranchi (IND),2019-10-11
10.46,14.0,Joel PASCALL-MENZIE,GBR,Bedford (GBR),2019-08-31
10.46,-4.0,Dickson KAMUNGEREMU,ZIM,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-26
10.46,3.0,Riku ILLUKKA,FIN,"Olympiastadion, Stockholm (SWE)",2019-08-24
10.46,19.0,Adrian BRZEZIÅƒSKI,POL,"Stadion im. MarszaÅ‚ka JÃ³zefa PiÅ‚sudskiego, Radom (POL)",2019-08-23
10.46,-2.0,Eu-bin KANG,KOR,Taebaek (KOR),2019-08-05
10.46,9.0,Tyler BELLAIRE,CAN,Montreal (CAN),2019-07-26
10.46,12.0,Antoni PLICHTA,POL,Boras (SWE),2019-07-18
10.46,6.0,Gregory MORNET,FRA,Montgeron (FRA),2019-07-13
10.46,2.0,Lionel Tshimanga MUTEBA,CAN,Toronto (CAN),2019-07-13
10.46,11.0,Maximilian ENTHOLZNER,GER,Regensburg (GER),2019-07-07
10.46,14.0,Isayah BOERS,NED,La Chaux-de-Fonds (SUI),2019-06-30
10.46,0.0,Shu OGURA,JPN,Kyoto (JPN),2019-06-22
10.46,15.0,Jason PARIS,PUR,MayagÃ¼ez (PUR),2019-06-22
10.46,3.0,TamÃ¡s MÃTÃ‰,HUN,Budapest (HUN),2019-06-08
10.46,11.0,Mathias Hove JOHANSEN,NOR,Skara (SWE),2019-06-06
10.46,11.0,Frederik SCHOU-NIELSEN,DEN,Skara (SWE),2019-06-06
10.46,5.0,Andrea FEDERICI,ITA,Savona (ITA),2019-05-29
10.46,8.0,Maksym KUZIN,UKR,Kropyvnytskiy (UKR),2019-05-25
10.46,11.0,Ryan MILLER,USA,"Geneva, OH (USA)",2019-05-24
10.46,7.0,Andreas VRANKEN,BEL,Nivelles (BEL),2019-05-19
10.46,18.0,Alajuwan ROBINSON,USA,"Columbia, SC (USA)",2019-05-11
10.46,15.0,Niels Torben GIESE,GER,Mannheim (GER),2017-07-01
10.46,2.0,Oleksandr SOKOLOV,UKR,Kropyvnytskiy (UKR),2017-07-06
10.46,13.0,Motoki KUROKI,JPN,Sapporo (JPN),2017-07-09
10.46,11.0,Ronnie WELLS,GBR,Loughborough (GBR),2017-07-22
10.46,5.0,Florian CLIVAZ,SUI,Frauenfeld (SUI),2014-07-25
10.46,5.0,Rolf FONGUÃ‰,SUI,Frauenfeld (SUI),2014-07-25
10.46,14.0,Takuya KAWAKAMI,JPN,"Hayward Field, Eugene, OR (USA)",2014-07-22
10.46,11.0,Diego MARANI,ITA,Nembro (ITA),2014-07-11
10.46,1.0,Abdoulaye N'DIAYE,FRA,Albi (FRA),2014-06-28
10.46,2.0,Daniel JAMIESON,JAM,Kingston (JAM),2014-06-26
10.46,11.0,Tremayne GILLING,GBR,London (GBR),2014-06-14
10.46,12.0,Remigiusz OLSZEWSKI,POL,Dessau (GER),2014-06-11
10.46,14.0,Aaron RADDEN,USA,"Clermont, FL (USA)",2014-06-07
10.46,9.0,Romone HILL,JAM,"Clermont, FL (USA)",2014-06-07
10.46,7.0,Nate BRUNETTE,USA,"Fayetteville, AR (USA)",2014-05-29
10.46,7.0,Anthony BLAKELY,USA,"Mesa, AZ (USA)",2014-05-16
10.46,-6.0,Jalen PURCELL,TTO,Arima (TTO),2019-05-11
10.46,10.0,Ramaan ANSLEY,JAM,"Greensboro, NC (USA)",2014-05-11
10.46,3.0,Marquett SIMMONS,USA,"Jefferson, GA (USA)",2014-05-09
10.46,4.0,Teshad CHAMBERS,USA,"Charlottesville, VA (USA)",2014-05-09
10.46,1.0,Jeffrey JOHN,FRA,La Norville (FRA),2014-05-04
10.46,20.0,Norihito NEGISHI,JPN,Yokohama (JPN),2014-05-03
10.46,11.0,Tevin-Cee MINCY,USA,"Iowa City, IA (USA)",2014-05-03
10.46,18.0,Yuichi KOBAYASHI,JPN,Hiroshima (JPN),2014-04-29
10.46,16.0,Marqueze WASHINGTON,USA,"Jonesboro, AR (USA)",2014-04-26
10.46,18.0,Shintaro HORIE,JPN,Izumo (JPN),2014-04-20
10.46,12.0,Anthony BYNUM,USA,"Greenville, NC (USA)",2014-04-12
10.46,13.0,Josef Semir NORALES,HON,Managua (NCA),2017-12-09
10.46,3.0,Emilien Aurel TCHAN BI CHAN,CIV,Abidjan (CIV),2017-07-23
10.46,19.0,De'andre GOODLEY,USA,"Austin, TX (USA)",2014-05-10
10.46,6.0,Kenroy HIGGINS,USA,"Tucson, AZ (USA)",2019-05-11
10.46,-6.0,Toshihiro OISHI,JPN,Miyazaki (JPN),2011-08-20
10.46,5.0,Shunsuke FUJIMOTO,JPN,Mito (JPN),2019-05-05
10.46,19.0,Solomon AFFUL,GHA,"Clarksville, TN (USA)",2017-04-15
10.46,13.0,Makoto TAKIUCHI,JPN,Kofu (JPN),2014-07-31
10.46,19.0,Roriquz FLYNN,USA,"Columbia, SC (USA)",2017-04-15
10.46,17.0,Jonathan FARINHA,TTO,Kingston (JAM),2017-04-15
10.46,18.0,Kossi TCHENAWOU,USA,"Azusa, CA (USA)",2017-04-14
10.46,19.0,Octavio ACEVEDO,PUR,MayagÃ¼ez (PUR),2017-04-08
10.46,4.0,Vinicius ROCHA MORAES,BRA,Sao Bernardo do Campo (BRA),2017-04-07
10.46,17.0,James DOLPHIN,NZL,Sydney (AUS),2008-01-12
10.46,13.0,Courtney THOMAS,USA,"Waco, TX (USA)",2008-03-22
10.46,4.0,Johannes MOSALA,RSA,Rustenburg (RSA),2008-03-28
10.46,14.0,Phil ALEXANDER,USA,"Sacramento, CA (USA)",2008-03-29
10.46,13.0,Kyosuke OGAWA,JPN,Suita (JPN),2008-04-12
10.46,20.0,Devin O'NEAL,USA,"Auburn, AL (USA)",2017-04-22
10.46,0.0,Jared WARE,USA,"Walnut, CA (USA)",2008-04-18
10.46,20.0,Adrian DURANT,ISV,"Lynchburg, VA (USA)",2008-05-01
10.46,19.0,Stephon RHEA,USA,"Houston, TX (USA)",2008-05-10
10.46,12.0,Åukasz GAUZA,POL,Szczecin (POL),2014-07-29
10.46,12.0,Hunter FURR,USA,"Greensboro, NC (USA)",2008-06-19
10.46,5.0,Arnaldo ABRANTES,POR,Zaragoza (ESP),2008-05-31
10.46,5.0,Reuben JONES,USA,"Tallahassee, FL (USA)",2008-05-30
10.46,18.0,Dominique YOUNG,USA,"Tallahassee, FL (USA)",2008-05-30
10.46,13.0,Neville WRIGHT,CAN,"Provo, UT (USA)",2008-05-24
10.46,8.0,Wachara SONDEE,THA,Beijing (CHN),2008-05-22
10.46,13.0,Johnie DRAKE,USA,"Louisville, KY (USA)",2008-05-17
10.46,1.0,Aaron BANKS,USA,"Glenville, WV (USA)",2019-05-07
10.46,20.0,Yuan-Kai LIU,TPE,Hiroshima (JPN),2008-04-29
10.46,15.0,Issei KOBAYASHI,JPN,Yokohama (JPN),2017-05-06
10.46,11.0,Andre MORRISON,JAM,Kingston (JAM),2017-03-11
10.46,16.0,Ian KERR,BAH,"Amarillo, TX (USA)",2017-05-14
10.46,10.0,Maurice SIMPSON,USA,"Athens, GA (USA)",2019-04-27
10.46,-1.0,Duke KUALI,RSA,Germiston (RSA),2019-04-25
10.46,18.0,Luca DA SILVA DOS SANTOS,BRA,Sao Bernardo do Campo (BRA),2017-05-10
10.46,-6.0,Jun HATAKEYAMA,JPN,Nagasaki (JPN),2014-10-19
10.46,-2.0,Thuto MASASA,BOT,Francistown (BOT),2019-05-04
10.46,0.0,Rodrigo DO NASCIMENTO,BRA,SÃ£o Paulo (BRA),2014-09-06
10.46,11.0,Masaki NASHIMOTO,JPN,Kumagaya (JPN),2014-09-05
10.46,16.0,Joseph DEWAR,GBR,Bedford (GBR),2014-08-23
10.46,2.0,Benjamin WILLIAMS,CAN,Kamloops (CAN),2014-08-08
10.46,14.0,Zhiqiang WU,CHN,Suzhou (CHN),2014-10-09
10.46,18.0,Melvin JOHNSON,USA,"Waco, TX (USA)",2019-04-20
10.46,6.0,Lamar HARGROVE,USA,"Long Beach, CA (USA)",2019-04-20
10.46,14.0,Bryce KIRBY,USA,"Azusa, CA (USA)",2019-04-19
10.46,8.0,Jalin HYATT,USA,"Columbia, SC (USA)",2019-04-13
10.46,5.0,Ji-Woo LEE,KOR,Kimchun (KOR),2017-06-02
10.46,11.0,Hakeem LAWRENCE,USA,"Lexington, KY (USA)",2017-05-25
10.46,8.0,Charles SILMON,USA,"Waco, TX (USA)",2019-04-20
10.46,15.0,Jonathan PETZKE,GER,Zeulenroda (GER),2017-05-25
10.46,3.0,Yuki KOIKE,JPN,Yokohama (JPN),2017-05-25
10.47,16.0,Damarcus SIMPSON,USA,"Spearfish, SD (USA)",2016-05-08
10.47,13.0,Clement CAMPBELL,JAM,"Jamaica, NY (USA)",2016-05-07
10.47,7.0,Rodrigo ROCHA,BRA,"Starkville, MS (USA)",2016-04-30
10.47,7.0,Takuya KAWAKAMI,JPN,"Olympic Stadium, Tokyo (JPN)",2020-08-23
10.47,8.0,Vladislav DORONIN,RUS,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2020-09-08
10.47,-16.0,Jordan BROOME,GBR,"Pingles Stadium, Nuneaton (GBR)",2020-08-30
10.47,12.0,Yonglian HUANG,CHN,"Shangyu Stadium, Shaoxing (CHN)",2020-09-15
10.47,9.0,Shoichi KOBAYASHI,JPN,"Athletics Stadium, Konosu (JPN)",2020-10-18
10.47,13.0,Tsubasa SAKAI,JPN,"Nagai Stadium No. 2, Osaka (JPN)",2020-10-20
10.47,11.0,Lucas RODRIGUES DA SILVA,BRA,BraganÃ§a Paulista (BRA),2020-11-06
10.47,7.0,Davon DEMOSS,USA,"Memphis, TN (USA)",2016-04-30
10.47,9.0,Yuki HIRAO,JPN,"Prefectural Stadium, Fukui (JPN)",2020-08-29
10.47,-2.0,Renard HOWELL,USA,"Tuscaloosa, AL (USA)",2016-05-13
10.47,8.0,Washington BROWN,JAM,"Waco, TX (USA)",2018-05-12
10.47,6.0,Gilbert HAINUCA,NAM,Kingston (JAM),2016-05-13
10.47,4.0,Jerome BLAKE,CAN,Kamloops (CAN),2016-05-13
10.47,16.0,Jeryl BRAZIL,USA,"Lafayette, LA (USA)",2016-05-14
10.47,12.0,Okeen WILLIAMS,JAM,"Levelland, TX (USA)",2016-05-18
10.47,3.0,Javin ARRINGTON,USA,"El Dorado, KS (USA)",2018-05-18
10.47,17.0,Genki WATARAI,JPN,Kyoto (JPN),2018-05-11
10.47,-1.0,Demontez MCCRAY,USA,"Romeoville, IL (USA)",2018-05-05
10.47,-1.0,Dedrick VANOVER,USA,"Knoxville, TN (USA)",2018-05-05
10.47,14.0,Odail TODD,JAM,"Greenville, IL (USA)",2018-04-28
10.47,12.0,Yohandris ANDÃšJAR,DOM,MedellÃ­n (COL),2018-04-28
10.47,5.0,Gurindervir SINGH,IND,Coimbatore (IND),2018-04-21
10.47,16.0,Carvin NKANATA,KEN,"Clermont, FL (USA)",2016-04-30
10.47,7.0,Wayne GORDON,USA,"Toledo, OH (USA)",2016-05-13
10.47,20.0,Allah LARYEA-AKRONG,GHA,"Provo, UT (USA)",2016-04-23
10.47,19.0,Bhaskarya BHARALI,IND,Jalahalli (IND),2018-09-20
10.47,19.0,Alberto GAVALDÃ,ESP,Zaragoza (ESP),2016-04-16
10.47,9.0,Erik CARDOSO,BRA,BraganÃ§a Paulista (BRA),2018-06-22
10.47,0.0,Gershon OMUBO,NGR,Ozoro (NGR),2018-06-07
10.47,20.0,Rasaun HOUSE,USA,"Sacramento, CA (USA)",2018-05-24
10.47,-3.0,Qibang LIN,CHN,Chongqing (CHN),2018-05-22
10.47,15.0,Josh SWARAY,SEN,Ellwangen (GER),2018-05-19
10.47,11.0,Xavier MATTHEWS,USA,"Columbus, GA (USA)",2018-02-24
