Mark,WIND,Competitor,Nat,Venue,Date
11.74,0.0,Anna SMYTHE,NZL,Wellington (NZL),2009-03-27
11.74,-7.0,Cindy STEWART,RSA,Stellenbosch (RSA),2009-03-14
11.74,4.0,Nidhi SINGH,IND,Pune (IND),2009-02-08
11.74,10.0,Khadija SULEMAN,USA,"Oxford, MS (USA)",2014-03-22
11.74,19.0,Daye Shon ROBERSON,USA,"Austin, TX (USA)",2014-03-28
11.74,20.0,Jamie ASHCROFT,CAN,"San Francisco, CA (USA)",2014-04-05
11.74,1.0,Mackenzie FLANNIGAN,USA,"Tempe, AZ (USA)",2014-04-12
11.74,20.0,Whitney ROWE,CAN,"Boulder, CO (USA)",2014-04-12
11.74,-1.0,Ariel JACKSON,BAR,"Indianola, IA (USA)",2014-04-25
11.74,11.0,Chloe AKIN OTIKO,USA,"Omaha, NE (USA)",2014-05-07
11.74,20.0,Ebony COLLINS,USA,"Conway, SC (USA)",2014-05-10
11.74,2.0,Kaitlin WHITEHORN,USA,"New Haven, CT (USA)",2014-05-11
11.74,15.0,Lake KWAZA,USA,"Albuquerque, NM (USA)",2012-06-02
11.74,12.0,Marit DOPHEIDE,NED,Leiden (NED),2012-06-09
11.74,14.0,Johnson WENSIA,USA,St. Paul (USA),2012-06-09
11.74,4.0,Loungo MATLHAKU,BOT,Bulawayo (ZIM),2014-12-10
11.74,13.0,Angela DA SILVA ANTERO,BRA,SÃ£o Paulo (BRA),2014-10-09
11.74,0.0,Joyce SAKARI,KEN,Addis Abeba (ETH),2008-05-31
11.74,-1.0,Wangping QIN,CHN,Suzhou (CHN),2009-05-21
11.74,12.0,Milja THURESON,FIN,Turku (FIN),2014-07-15
11.74,8.0,Sekayi BRACEY,USA,"Greensboro, NC (USA)",2014-06-14
11.74,11.0,Federica GIANNOTTI,ITA,GenÃ¨ve (SUI),2014-06-14
11.74,6.0,Jade LEWIS,USA,"Clovis, CA (USA)",2014-06-07
11.74,7.0,Kathryn CHRISTIE,GBR,Loughborough (GBR),2014-05-18
11.74,1.0,Zaria FRANCIS,USA,"Mission Viejo, CA (USA)",2014-05-17
11.74,8.0,Doris TOMASINI,ITA,Desenzano del Garda (ITA),2014-06-18
11.74,17.0,Lanece CLARKE,BAH,"Edwardsville, IL (USA)",2009-05-22
11.74,11.0,Celethia BYRD,USA,"San Angelo, TX (USA)",2009-05-23
11.74,11.0,Alina TALAY,BLR,Sofia (BUL),2009-06-09
11.74,9.0,Zofia WRÃ“BLEWSKA,POL,KrakÃ³w (POL),2015-06-13
11.74,13.0,Maria GATOU,GRE,Chania (GRE),2015-06-06
11.74,15.0,Jasmin REED,USA,"Clovis, CA (USA)",2015-06-06
11.74,9.0,Kayla RICHARDSON,USA,"Clovis, CA (USA)",2015-06-05
11.74,14.0,Kennadi BOUYER,USA,"Los Angeles, CA (USA)",2015-05-16
11.74,18.0,Nakiya SMITH,USA,"Hammond, LA (USA)",2015-05-10
11.74,17.0,Viktoria DÃ–NICKE,GER,Zeulenroda (GER),2015-07-10
11.74,15.0,Ombretta MINKUE-MEYE,FRA,Haguenau (FRA),2015-05-10
11.74,3.0,Leonie ROBINSON,JAM,"Starkville, MS (USA)",2015-05-02
11.74,16.0,Taelour MURPHY,USA,"Albany, NY (USA)",2015-05-02
11.74,8.0,Shanice CAMERON,USA,"Hobbs, NM (USA)",2015-04-18
11.74,5.0,Jenae AMBROSE,BAH,Basseterre (SKN),2015-04-04
11.74,11.0,Hannah CUNLIFFE,USA,"Austin, TX (USA)",2015-03-27
11.74,6.0,Kiara GRANT,JAM,Kingston (JAM),2015-03-07
11.74,-16.0,Hanne CLAES,BEL,Kessel-Lo (BEL),2015-05-09
11.74,12.0,Judith BOSKER,NED,GenÃ¨ve (SUI),2012-06-02
11.74,9.0,Olga VINOGRADSKAYA,RUS,Tbilisi (GEO),2015-07-27
11.74,-20.0,Yekaterina KUZINA,RUS,Cheboksary (RUS),2015-08-03
11.74,14.0,Michaela D'ANGELO,ITA,Rieti (ITA),2009-06-12
11.74,-3.0,Luana MARTINS DIAS CORREA,BRA,SÃ£o Paulo (BRA),2009-06-28
11.74,1.0,Noelle MONTCALM,CAN,Windsor (CAN),2009-07-04
11.74,17.0,Amandine ELARD,FRA,Lamballe (FRA),2009-07-18
11.74,-10.0,Laetitia LIBERT,BEL,Oordegem (BEL),2009-08-01
11.74,17.0,Tatjana PINTO,GER,Rhede (GER),2009-08-08
11.74,1.0,Ingvild MEINSETH,NOR,Tbilisi (GEO),2015-07-27
11.74,7.0,Qiuping LIANG,CHN,Zhengzhou (CHN),2009-09-05
11.74,2.0,Imke VERVAET,BEL,Bruxelles (BEL),2012-06-17
11.74,-2.0,Trudy-Ann RICHARDS,JAM,Kingston (JAM),2012-06-29
11.74,17.0,Doris TOMASINI,ITA,Nembro (ITA),2012-07-10
11.74,-7.0,Meiling XU,CHN,Suzhou (CHN),2015-09-22
11.74,7.0,Ying HE,CHN,Zhengzhou (CHN),2009-09-05
11.74,0.0,Elexis FULLER-STEWART,USA,"La Crosse, WI (USA)",2012-06-01
11.74,-2.0,Sharolyn Zulay JOSEPH HAMBLET,CRC,Xalapa (MEX),2014-08-29
11.74,4.0,Tingting LIU,CHN,Shenyang (CHN),2013-06-15
11.74,11.0,Jasmine WILLIAMS,USA,"Oxford, MS (USA)",2012-03-31
11.74,3.0,Seidatha PALMER,JAM,Kingston (JAM),2012-03-30
11.74,1.0,Christie JONES,USA,"Houston, TX (USA)",2011-03-26
11.74,18.0,Margret HARRIS,USA,"Louisville, KY (USA)",2011-04-09
11.74,16.0,Maike DIX,GER,Zeulenroda (GER),2011-05-29
11.74,19.0,Megumi SHIMIZU,JPN,Kumagaya (JPN),2013-09-22
11.74,2.0,Xiaoyu PANG,CHN,Shenyang (CHN),2013-09-07
11.74,15.0,Eboni COBY,USA,"Austin, TX (USA)",2013-03-30
11.74,15.0,Daye Shon ROBERSON,USA,"Austin, TX (USA)",2013-03-30
11.74,18.0,Brittane' GAINES,USA,"Huntsville, TX (USA)",2013-04-06
11.74,10.0,Annika DRAZEK,GER,"Guidobaldi, Rieti (ITA)",2013-07-18
11.74,-1.0,Catherine MCMANUS,IRL,Tampere (FIN),2013-07-11
11.74,7.0,Juliet ITOYA,ESP,Vitoria (ESP),2013-07-06
11.74,20.0,Lynna IRBY,USA,"Edwardsville, IL (USA)",2013-06-30
11.74,9.0,Kiara PORTER,USA,"Fairfax, VA (USA)",2013-04-13
11.74,-2.0,Manyuan LI,CHN,Shenyang (CHN),2013-06-15
11.74,-2.0,Justina SULE,NGR,Warri (NGR),2013-06-14
11.74,-3.0,Kadecia BAIRD,GUY,"Middletown, NY (USA)",2013-06-08
11.74,8.0,Anna FUJIMORI,JPN,Tokyo (JPN),2013-06-07
11.74,3.0,Rosemar Maria COELHO NETO,BRA,SÃ£o Paulo (BRA),2013-06-06
11.74,14.0,Min-ki KIM,KOR,Yeosu (KOR),2013-06-05
11.74,11.0,Jenna JOKELA,FIN,Espoo (FIN),2013-06-02
11.74,17.0,Maleena REID,USA,"Greensboro, NC (USA)",2013-05-23
11.74,-12.0,Aareon PAYNE,USA,"Walnut, CA (USA)",2013-04-19
11.74,7.0,Jelissa WESTNEY,CAN,"Columbus, OH (USA)",2013-05-11
11.74,18.0,Aiesha IRVING-MUHAMMAD,USA,"Jefferson City, MO (USA)",2013-05-18
11.74,15.0,Xenia HIEBERT,PAR,AsunciÃ³n (PAR),2020-12-12
11.74,0.0,Cindy SEMBER,GBR,"Suhaim bin Hamad Stadium, Doha (QAT)",2020-09-25
11.74,12.0,Kenesha STEPHENS,JAM,Kingston (JAM),2012-03-30
11.74,18.0,Estela GARCÃA,ESP,Ciudad Real (ESP),2020-08-29
11.74,2.0,Lanece CLARKE,BAH,"Edwardsville, IL (USA)",2008-05-23
11.74,7.0,Nolle GRAHAM,JAM,SÃ£o Paulo (BRA),2008-05-22
11.74,15.0,Dione THOMAS,USA,"El Paso, TX (USA)",2008-05-17
11.74,13.0,Nao OKABE,JPN,Hiroshima (JPN),2008-04-29
11.74,15.0,Megumi SHIMIZU,JPN,Hiroshima (JPN),2008-04-29
11.74,12.0,Monique HODGES,USA,"Storrs, CT (USA)",2008-04-05
11.74,14.0,Deandre WHITEHORNE,JAM,Kingston (JAM),2008-03-12
11.74,-17.0,Pramila D.D.P. PRIYADHARSHANI,SRI,Kochi (IND),2008-03-07
11.74,7.0,Crystal ATTENBOROUGH,AUS,Melbourne (AUS),2008-02-21
11.74,-2.0,Xiaojing LIANG,CHN,"Shangyu Stadium, Shaoxing (CHN)",2020-09-15
11.74,-5.0,Sarah Kate LAVIN,IRL,Belfast (GBR),2019-08-01
11.74,8.0,Makelesi BATIMALA,FIJ,Nathan (AUS),2008-01-19
11.74,-17.0,Viktoriya VRUCHINSKAYA,RUS,Moskva (RUS),2012-05-13
11.74,7.0,Anne ZAGRÃ‰,BEL,"Boudewijnstadion, Bruxelles (BEL)",2020-08-16
11.74,5.0,Michelle GLOOR,SUI,"Stade de La CharriÃ¨re, La Chaux-de-Fonds (SUI)",2020-08-15
11.74,7.0,Nooralotta NEZIRI,FIN,"Paavo Nurmi Stadium, Turku (FIN)",2020-08-15
11.74,13.0,Ivona DADIC,AUT,"Pramtalstadion, Andorf (AUT)",2020-08-01
11.74,1.0,Luminosa BOGLIOLO,ITA,"Guidobaldi, Rieti (ITA)",2020-07-11
11.74,5.0,CÃ©line BUÌˆRGI,SUI,"Stade de La CharriÃ¨re, La Chaux-de-Fonds (SUI)",2020-08-15
11.74,10.0,Lauryn NEWSON,USA,"Eugene, OR (USA)",2012-04-07
11.74,2.0,Sirrell BUTLER,USA,"Charlotte, NC (USA)",2012-04-21
11.74,0.0,Asia GOODEN,USA,"Tucson, AZ (USA)",2012-04-28
11.74,19.0,Varonica JOHNSON,USA,"Tampa, FL (USA)",2012-05-05
11.74,9.0,Mathilde LAGUI,FRA,Montgeron (FRA),2012-05-13
11.74,4.0,Elly BUCKHOLZ,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-03-06
11.75,20.0,Maral FEIZBAKHSH,GER,Weinheim (GER),2012-05-26
11.75,10.0,Isidora JIMÃ‰NEZ,CHI,SÃ£o Paulo (BRA),2012-06-28
11.75,3.0,Lorena DE ARAÃšJO SILVA LORUENCO,BRA,SÃ£o Paulo (BRA),2012-06-28
11.75,9.0,Natalliah WHYTE,JAM,Kingston (JAM),2012-06-16
11.75,20.0,Shellyann LINDO,USA,"Saco, ME (USA)",2012-06-09
11.75,9.0,Ashleigh WHITTAKER,AUS,Brisbane (AUS),2012-06-02
11.75,18.0,Sabria HADLEY,USA,"Orlando, FL (USA)",2012-05-26
11.75,15.0,Lena BERNTSSON,SWE,Oslo (NOR),2012-05-24
11.75,4.0,Maja GOLUB,CRO,VaraÅ¾din (CRO),2010-06-23
11.75,7.0,Dayana RIVERO,CUB,CastellÃ³n (ESP),2012-05-13
11.75,16.0,Kendall BAISDEN,USA,"Des Moines, IA (USA)",2010-06-24
11.75,11.0,Yanique BOOTH,JAM,Kingston (JAM),2010-06-26
11.75,13.0,Michelle CUENI,SUI,La Chaux-de-Fonds (SUI),2010-07-04
11.75,14.0,Amandine ELARD,FRA,Valence (FRA),2010-07-08
11.75,10.0,Estela GARCÃA,ESP,AvilÃ©s (ESP),2010-07-17
11.75,6.0,Mareike PETERS,GER,Braunschweig (GER),2010-07-17
11.75,20.0,Carisma LYDAY,USA,"Clovis, CA (USA)",2010-06-04
11.75,19.0,ZsÃ³fia RÃ“ZSA,HUN,Budapest (HUN),2010-05-22
11.75,15.0,Jenae ANDERSON,USA,"Atlanta, GA (USA)",2010-05-01
11.75,11.0,Liann KELLMAN,BAR,"Baton Rouge, LA (USA)",2010-04-17
11.75,12.0,Moriah JUBREY,USA,"Walnut, CA (USA)",2010-04-17
11.75,0.0,Porshe GIDDINGS,USA,"Tempe, AZ (USA)",2010-04-10
11.75,8.0,Estie WITTSTOCK,RSA,Johannesburg (RSA),2010-03-24
11.75,7.0,Jacqueline GASSER,SUI,Lugano (SUI),2010-07-17
11.75,6.0,Yongli WEI,CHN,Jinan (CHN),2010-08-06
11.75,15.0,Da-hye JUNG,KOR,Youngju (KOR),2010-08-20
11.75,20.0,Sarah GOUJON,FRA,Fort-de-France (FRA),2010-06-13
11.75,20.0,Shelby WALTON,USA,"Austin, TX (USA)",2012-03-28
11.75,19.0,Martine CLOUTIER-LEBLANC,CAN,"San Marcos, TX (USA)",2012-04-07
11.75,14.0,Hannah CUNLIFFE,USA,"Arcadia, CA (USA)",2012-04-07
11.75,6.0,Monique DELL,NZL,Melbourne (AUS),2012-04-14
11.75,2.0,Alie ISRAEL,USA,"Auburn, AL (USA)",2012-04-21
11.75,0.0,Margarita MANZUETA,DOM,Ponce (PUR),2012-04-21
11.75,20.0,Shennae STEELE,CAN,"Commerce, TX (USA)",2012-05-05
11.75,7.0,Kirlene ROBERTS,TTO,"Mount Pleasant, MI (USA)",2012-05-11
11.75,16.0,Ashlie CURENTON,USA,"Walnut, CA (USA)",2012-05-19
11.75,-18.0,Felipa Alicia PALACIOS,COL,Cali (COL),2010-05-14
11.75,14.0,Vittoria FONTANA,ITA,Agropoli (ITA),2018-06-01
11.75,7.0,Hilal DURMAZ,TUR,Brisbane (AUS),2019-03-09
11.75,3.0,Jody-Ann EVANS,USA,"Coatesville, PA (USA)",2013-05-18
11.75,13.0,Fatoumata COLY,SEN,Gavardo (ITA),2013-05-19
11.75,4.0,Marshevet HOOKER,USA,"Icahn Stadium, New York, NY (USA)",2013-05-25
11.75,11.0,Jasmin SHOWLAH,FIN,Espoo (FIN),2013-06-02
11.75,18.0,AurÃ©lie HUMAIR,SUI,Bulle (SUI),2013-07-06
11.75,10.0,Tope NUGA,GBR,Birmingham (GBR),2013-07-12
11.75,12.0,Nicky VAN LEUVEREN,NED,Kortrijk (BEL),2013-07-14
11.75,-11.0,Shakima KNOX,USA,"Houston, TX (USA)",2013-05-12
11.75,-2.0,Kelly PROPER,IRL,Dublin (IRL),2013-07-17
11.75,0.0,Maki WADA,JPN,Kumagaya (JPN),2013-09-22
11.75,-2.0,Da-seul KANG,KOR,Yecheon (KOR),2020-10-19
11.75,7.0,Alessia CARPINTERI,ITA,"Stadio Zecchini, Grosseto (ITA)",2020-09-18
11.75,19.0,Caroline CHAILLOU,FRA,"Stadium Municipal, Albi (FRA)",2020-09-12
11.75,7.0,Sina KAMMERSCHMITT,GER,"Frankenstadion, Heilbronn (GER)",2020-09-06
11.75,6.0,Filippa FOTOPOULOU,CYP,Valencia (ESP),2020-08-22
11.75,16.0,Jana SLANINOVÃ,CZE,Ostrava (CZE),2013-07-19
11.75,-7.0,Sonia MOLINA-PRADOS,ESP,Granada (ESP),2020-08-22
11.75,8.0,Ahtyana JOHNSON,USA,"Columbia, SC (USA)",2013-05-11
11.75,18.0,Lakesha CAMERON,USA,"Huntsville, TX (USA)",2013-04-06
11.75,20.0,Alicia LOWERY,USA,"Fort Worth, TX (USA)",2008-05-17
11.75,20.0,Tanesha JOHNSON,USA,"Fort Worth, TX (USA)",2008-05-17
11.75,17.0,Izabela KOSTRUBA,POL,Biala Podlaska (POL),2008-05-10
11.75,12.0,Vanessa ALDERIDGE,USA,"Austin, TX (USA)",2008-05-09
11.75,19.0,Quasheba LEE,USA,"Houston, TX (USA)",2008-05-03
11.75,12.0,Marium SALIFU,GHA,"Provo, UT (USA)",2008-04-26
11.75,20.0,Jasmine SMITH,USA,"Greensboro, NC (USA)",2013-05-03
11.75,10.0,Tangelia JOHNSON,USA,Maui (USA),2008-04-18
11.75,10.0,Marnyka HONEYCUTT,USA,"El Paso, TX (USA)",2008-04-12
11.75,14.0,Danielle CARRUTHERS,USA,"Gainesville, FL (USA)",2008-04-04
11.75,5.0,Nadia CUNNINGHAM,JAM,Kingston (JAM),2008-03-22
11.75,-2.0,Kimone SHAW,JAM,Kingston (JAM),2013-03-15
11.75,3.0,Lakeidra STEWART,USA,"Tempe, AZ (USA)",2013-03-16
11.75,-11.0,Chaniqua CORINEALDI,USA,"Waco, TX (USA)",2013-03-22
11.75,1.0,Abigail FLOWER,USA,"Lynchburg, VA (USA)",2013-04-06
11.75,13.0,Adrienne POWER,CAN,"Coral Gables, FL (USA)",2008-04-12
11.75,-3.0,Oksana SHCHERBAK,UKR,Yalta (UKR),2008-06-06
11.75,0.0,Louise Ã˜STERGAARD,DEN,"Hvidovre Stadion, Hvidovre (DEN)",2020-08-01
11.75,-17.0,Makhaila MILLS,USA,"Bolles HS Track, Jacksonville, FL (USA)",2020-03-06
11.75,13.0,Zaynab DOSSO,ITA,Milano (ITA),2015-06-19
11.75,10.0,Katarzyna WESOÅOWSKA,POL,Bydgoszcz (POL),2015-06-14
11.75,9.0,Johanelis HERRERA ABREU,ITA,Rieti (ITA),2015-06-12
11.75,15.0,Amanda VAN BUREN,USA,"Clovis, CA (USA)",2015-06-06
11.75,18.0,Laura Sophie GROÃŸHAUS,GER,Regensburg (GER),2015-06-06
11.75,6.0,Cynthia BOLINGO,BEL,GenÃ¨ve (SUI),2015-06-06
11.75,11.0,Jackie PATTERSON,USA,"San Diego, CA (USA)",2015-05-30
11.75,13.0,Emma GIRARDELLO,ITA,Milano (ITA),2015-06-19
11.75,5.0,Lea SPRUNGER,SUI,Weinheim (GER),2015-05-30
11.75,17.0,Nya MICHAUX,USA,"Durham, NC (USA)",2015-05-07
11.75,15.0,Antavia OWENS,USA,"Greensboro, NC (USA)",2015-05-02
11.75,7.0,Shekara BOAKYE,USA,"Fayetteville, AR (USA)",2015-05-01
11.75,0.0,Justine PALFRAMAN,RSA,Stellenbosch (RSA),2015-04-20
11.75,10.0,Wande BREWER,USA,"Atlanta, GA (USA)",2015-04-18
11.75,10.0,Deandre WHITEHORNE,JAM,Kingston (JAM),2015-04-11
11.75,17.0,V'Alonee ROBINSON,BAH,"Coral Gables, FL (USA)",2015-04-11
11.75,-1.0,JoAnn BLAKNEY,USA,"Athens, GA (USA)",2015-05-09
11.75,4.0,Cornelia HALBHEER,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11
11.75,20.0,Janie O'CONNOR,USA,"Shoreline, WA (USA)",2015-06-20
11.75,-5.0,Shannon MALONE,GBR,Mannheim (GER),2015-06-27
11.75,15.0,Crystal MORRISON,JAM,"National Stadium, Kingston (JAM)",2020-03-06
11.75,14.0,Mickayla GARDENER,JAM,"National Stadium, Kingston (JAM)",2020-02-14
11.75,8.0,N.C.D. PRIYADHARSHANI,SRI,Diyagama (SRI),2015-12-03
11.75,8.0,Merlin PALACIOS,COL,Cali (COL),2015-11-16
11.75,2.0,Frida PERSSON,SWE,Skara (SWE),2015-08-29
11.75,-1.0,Gladys BAMANE,SWE,SÃ¶derhamn (SWE),2015-08-07
11.75,-16.0,Yelena AKSYONOVA,RUS,Cheboksary (RUS),2015-08-03
11.75,19.0,Michelle JENNEKE,AUS,Gold Coast (AUS),2015-06-21
11.75,2.0,Kaylor HARRIS,USA,"Jacksonville, FL (USA)",2015-07-31
11.75,-5.0,Kira WHITE,USA,"Jacksonville, FL (USA)",2015-07-30
11.75,2.0,Floriane GNAFOUA,FRA,La Roche-sur-Yon (FRA),2015-07-22
11.75,-1.0,Ewelina POPOWSKA,POL,KrakÃ³w (POL),2015-07-19
11.75,0.0,Alazne FURUNDARENA,ESP,Durango (ESP),2015-07-05
11.75,16.0,Mona MAIER,GER,Kaiserslautern (GER),2015-07-04
11.75,7.0,Diana VAISMAN,ISR,Tel Aviv (ISR),2015-07-01
11.75,15.0,Olimpia BARBOSA,POR,Pombal (POR),2015-06-27
11.75,19.0,Amber IVY,USA,"Jacksonville, FL (USA)",2015-07-31
11.75,20.0,Michelle JENNEKE,AUS,Sydney (AUS),2019-03-09
11.75,12.0,Jamile SAMUEL,NED,Leiden (NED),2008-06-14
11.75,6.0,Kaltouma NADJINA,CHA,Victoria (CAN),2008-06-19
11.75,12.0,Tonje Fjellet KRISTIANSEN,NOR,Oslo (NOR),2019-07-17
11.75,16.0,Milja THURESON,FIN,Turku (FIN),2019-07-25
11.75,16.0,Payton PAYNE,USA,"Sacramento, CA (USA)",2019-07-28
11.75,-1.0,Nora THIRY,BEL,"Boudewijnstadion, Bruxelles (BEL)",2019-08-31
11.75,0.0,On-Uma CHATTHA,THA,New Clark City (PHI),2019-12-08
11.75,-2.0,Joella LLOYD,ANT,Road Town (IVB),2018-02-24
11.75,11.0,Thennelle WILLIAMS,JAM,Kingston (JAM),2018-03-02
11.75,-4.0,Annie TAGOE,GBR,Eton (GBR),2019-07-06
11.75,-4.0,Mia GROSS,AUS,Sydney (AUS),2018-03-17
11.75,16.0,Soniya JONES,ANT,Nassau (BAH),2018-03-31
11.75,18.0,Nelda HUGGINS,IVB,"Emporia, KS (USA)",2018-03-31
11.75,20.0,Tatiana AHOLOU,CAN,"Daytona Beach, FL (USA)",2018-04-06
11.75,12.0,Raheema WESTFALL,USA,"Hobbs, NM (USA)",2018-04-14
11.75,14.0,Tonea MARSHALL,USA,"Baton Rouge, LA (USA)",2018-04-21
11.75,1.0,Quamecha MORRISON,USA,"Jacksonville, FL (USA)",2018-04-27
11.75,13.0,Mizuki NAKAMURA,JPN,Hiroshima (JPN),2018-04-29
11.75,20.0,Kaila LEWIS,USA,"Columbia, SC (USA)",2018-03-23
11.75,2.0,He LI,CHN,Marrakesh (MAR),2018-05-04
11.75,18.0,Amelie DIERKE,GER,Mannheim (GER),2019-06-29
11.75,14.0,Georgina ADAM,GBR,GenÃ¨ve (SUI),2019-06-15
11.75,10.0,Patricia BROWN,JAM,Kingston (JAM),2019-03-29
11.75,18.0,Osereme EREWELE,USA,"Oxford, MS (USA)",2019-03-30
11.75,6.0,Assia RAZIKI,MAR,Cairo (EGY),2019-04-04
11.75,0.0,Kelcie SIMMONS,USA,"Durham, NC (USA)",2019-04-06
11.75,12.0,Kiera KING,USA,"Norwalk, CA (USA)",2019-04-12
11.75,20.0,Hannah PORTER,USA,"Canyon, TX (USA)",2019-04-20
11.75,15.0,Antonise CHRISTIAN,USA,"Des Moines, IA (USA)",2019-04-26
11.75,15.0,Hanna PALMQVIST,SWE,Nivelles (BEL),2019-06-22
11.75,8.0,Amanda VAN BUREN,USA,"Fayetteville, AR (USA)",2019-04-26
11.75,14.0,Janet AMPONSAH,GHA,"Athens, GA (USA)",2019-04-27
11.75,-4.0,Zakiyya HASANOVA,AZE,Baku (AZE),2019-05-24
11.75,19.0,Julia SCHWARZINGER,AUT,"Sportanlage Seewinkel, Ebensee (AUT)",2019-05-25
11.75,8.0,Caprice POWELL,USA,"Atlanta, GA (USA)",2019-05-26
11.75,0.0,Daniela FLORES,MEX,Chihuahua (MEX),2019-05-31
11.75,19.0,Hanna ADRIANSSON NORDBERG,SWE,Skara (SWE),2019-06-06
11.75,-3.0,Anna YERASTOVA,RUS,Kaluga (RUS),2019-06-14
11.75,12.0,Brooke-Lynn WILLIAMS,USA,"Philadelphia, PA (USA)",2019-04-26
11.75,7.0,Nikolett LISTÃR,HUN,Budapest (HUN),2008-06-14
11.75,19.0,Valexsia DROUGHN,USA,"San Diego, CA (USA)",2018-05-05
11.75,10.0,Nadia WILLIAMS,USA,"Buffalo, NY (USA)",2018-05-11
11.75,13.0,Lucimar Aparecida DE MOURA,BRA,SÃ£o Paulo (BRA),2011-10-01
11.75,9.0,Sabrina NETTEY,CAN,Kamloops (CAN),2011-08-06
11.75,18.0,Erica JARDER,SWE,KÃ¸benhavn (DEN),2011-08-06
11.75,15.0,Aleia HOBBS,USA,"New Orleans, LA (USA)",2011-08-03
11.75,16.0,Dorota JEDRUSINSKA,POL,Kutno (POL),2011-08-03
11.75,18.0,Caroline SANDSJÃ–,SWE,Karlstad (SWE),2011-08-02
11.75,20.0,Bianca DÃœRR,AUT,Fribourg (SUI),2011-07-30
11.75,0.0,Wilmary ÃLVAREZ,VEN,Barquisimeto (VEN),2011-12-12
11.75,16.0,Elisabeth DAVIN,BEL,La Chaux-de-Fonds (SUI),2011-07-03
11.75,10.0,Bruna Daniela ORTEGA,ECU,Riobamba (ECU),2011-06-04
11.75,6.0,Paula SUCHOWIECKA,POL,Bydgoszcz (POL),2011-06-03
11.75,15.0,Yelena AKSYONOVA,RUS,Cheboksary (RUS),2011-06-01
11.75,0.0,Olena PARNETA,UKR,Yalta (UKR),2011-05-30
11.75,8.0,Veronica BORSI,ITA,Orvieto (ITA),2011-05-22
11.75,-8.0,Anna LEPESKO,BLR,Brest (BLR),2011-05-13
11.75,12.0,Vashti BANDY,USA,"Athens, GA (USA)",2011-04-09
11.75,3.0,Megumi SHIMIZU,JPN,Kumagaya (JPN),2011-06-10
11.75,20.0,Jazmine GOODEN,USA,"Cullowhee, NC (USA)",2018-05-10
11.75,0.0,Reena GEORGE,IND,Bhubaneshwar (IND),2018-09-26
11.75,11.0,Katerina KORNYUSHOVA,RUS,Kazan (RUS),2018-07-19
11.75,17.0,Lotti HAJDÃš,HUN,Miskolc (HUN),2018-05-12
11.75,10.0,Jada ROBERSON,USA,"Houston, TX (USA)",2018-05-12
11.75,3.0,Shauna MASON,TTO,Arima (TTO),2018-05-12
11.75,14.0,Haley BISHIP,USA,"Columbia, SC (USA)",2018-05-12
11.75,13.0,Vivette GREEN,USA,"Carrollton, GA (USA)",2018-05-12
11.75,6.0,Eboni COBY,USA,"Charlotte, NC (USA)",2018-05-24
11.75,17.0,Laetitia LIBERT,BEL,Huizingen (BEL),2012-07-28
11.75,0.0,Sophie WEIÃŸENBERG,GER,NÃ¼rnberg (GER),2018-07-21
11.75,12.0,Elin Ã–STLUND,SWE,Skara (SWE),2018-06-06
11.75,4.0,Ackera NUGENT,JAM,Kingston (JAM),2018-06-22
11.75,-3.0,Gunta VAIÄŒULE,LAT,Minsk (BLR),2018-06-22
11.75,6.0,Sara FRANCIS,FIN,Mannheim (GER),2018-06-23
11.75,7.0,Tessa VAN SCHAGEN,NED,Rotterdam (NED),2018-07-01
11.75,0.0,BoglÃ¡rka TAKÃCS,HUN,GyÅ‘r (HUN),2018-07-06
11.75,6.0,Tegan TURNER,CAN,Ottawa (CAN),2018-07-06
11.75,16.0,Aziza SBAITY,LBN,Amman (JOR),2018-07-09
11.75,15.0,Marion HAMARD,FRA,Poitiers (FRA),2018-06-09
11.75,18.0,Nyshedra BROWN,USA,"Baltimore, MD (USA)",2012-07-29
11.75,14.0,Flore-julie KRAKRE,FRA,Roanne (FRA),2017-06-11
11.75,12.0,Yanjun LIAO,TPE,Taipei City (TPE),2017-03-15
11.75,3.0,Dasia PRESSLEY,USA,"Coatesville, PA (USA)",2016-05-21
11.75,6.0,Megan TAPPER,JAM,Kingston (JAM),2016-05-21
11.75,0.0,Tori MCKENZIE,USA,"Tallahassee, FL (USA)",2016-05-14
11.75,11.0,Michelle CUENI,SUI,Winterthur (SUI),2014-05-31
11.75,2.0,Akilah LEWIS,TTO,Port-of-Spain (TTO),2017-03-11
11.75,-2.0,Yusleidys MENDIETA,CUB,La Habana (CUB),2017-03-03
11.75,19.0,Marika BROWN,USA,"Austin, TX (USA)",2017-03-30
11.75,11.0,Santhini V.,IND,Lucknow (IND),2014-06-07
11.75,6.0,Donya EWERS,JAM,Kingston (JAM),2016-03-12
11.75,15.0,Malayah WHITE,USA,"Winston Salem, NC (USA)",2016-03-19
11.75,-27.0,Brianne BETHEL,BAH,St. George's (GRN),2016-03-26
11.75,15.0,Libby STRICKLAND,USA,"Canyon, TX (USA)",2016-04-08
11.75,15.0,Brarysheyia SIMPSON,USA,"Conway, SC (USA)",2014-05-10
11.75,3.0,Lydia ALI,USA,"New Haven, CT (USA)",2014-05-10
11.75,14.0,Maleena REID,USA,"Harrisonburg, VA (USA)",2014-05-02
